"produto","cidade_produto","pais_produto","data_inteira"
"Queso Cabrales","Rio de Janeiro","Brazil","1998-03-31"
"Tarte au sucre","Albuquerque","USA","1998-03-31"
"Uncle Bob's Organic Dried Pears","Albuquerque","USA","1998-03-31"
"Uncle Bob's Organic Dried Pears","London","UK","1998-03-31"
"Chang","Cunewalde","Germany","1998-04-01"
"Jack's New England Clam Chowder","Bräcke","Sweden","1998-04-01"
"Lakkalikööri","Cunewalde","Germany","1998-04-01"
"Mozzarella di Giovanni","Portland","USA","1998-04-01"
"Outback Lager","Cunewalde","Germany","1998-04-01"
"Pâté chinois","Graz","Austria","1998-04-01"
"Sasquatch Ale","Graz","Austria","1998-04-01"
"Sir Rodney's Scones","Graz","Austria","1998-04-01"
"Sirop d'érable","Graz","Austria","1998-04-01"
"Thüringer Rostbratwurst","Bräcke","Sweden","1998-04-01"
"Camembert Pierrot","México D.F.","Mexico","1998-04-02"
"Manjimup Dried Apples","México D.F.","Mexico","1998-04-02"
"Raclette Courdavault","Århus","Denmark","1998-04-02"
"Singaporean Hokkien Fried Mee","Cunewalde","Germany","1998-04-02"
"Filo Mix","Barquisimeto","Venezuela","1998-04-03"
"Guaraná Fantástica","Warszawa","Poland","1998-04-03"
"Jack's New England Clam Chowder","Köln","Germany","1998-04-03"
"Longlife Tofu","Warszawa","Poland","1998-04-03"
"Manjimup Dried Apples","Köln","Germany","1998-04-03"
"Mascarpone Fabioli","Barquisimeto","Venezuela","1998-04-03"
"Original Frankfurter grüne Soße","Köln","Germany","1998-04-03"
"Rhönbräu Klosterbier","Warszawa","Poland","1998-04-03"
"Sirop d'érable","Warszawa","Poland","1998-04-03"
"Spegesild","Barquisimeto","Venezuela","1998-04-03"
"Boston Crab Meat","Butte","USA","1998-04-06"
"Chai","Butte","USA","1998-04-06"
"Chef Anton's Cajun Seasoning","Albuquerque","USA","1998-04-06"
"Filo Mix","Butte","USA","1998-04-06"
"Guaraná Fantástica","Albuquerque","USA","1998-04-06"
"Gustaf's Knäckebröd","Bräcke","Sweden","1998-04-06"
"Konbu","Boise","USA","1998-04-06"
"Original Frankfurter grüne Soße","Albuquerque","USA","1998-04-06"
"Pâté chinois","Boise","USA","1998-04-06"
"Pâté chinois","Bräcke","Sweden","1998-04-06"
"Singaporean Hokkien Fried Mee","Boise","USA","1998-04-06"
"Spegesild","Bräcke","Sweden","1998-04-06"
"Steeleye Stout","Boise","USA","1998-04-06"
"Uncle Bob's Organic Dried Pears","Bräcke","Sweden","1998-04-06"
"Chai","Eugene","USA","1998-04-07"
"Chai","Helsinki","Finland","1998-04-07"
"Gumbär Gummibärchen","Bruxelles","Belgium","1998-04-07"
"Lakkalikööri","Bruxelles","Belgium","1998-04-07"
"Raclette Courdavault","Helsinki","Finland","1998-04-07"
"Thüringer Rostbratwurst","Eugene","USA","1998-04-07"
"Camembert Pierrot","Sevilla","Spain","1998-04-08"
"Flotemysost","Graz","Austria","1998-04-08"
"Guaraná Fantástica","Sevilla","Spain","1998-04-08"
"Inlagd Sill","Sevilla","Spain","1998-04-08"
"Northwoods Cranberry Sauce","Lisboa","Portugal","1998-04-08"
"Rössle Sauerkraut","Graz","Austria","1998-04-08"
"Sasquatch Ale","Graz","Austria","1998-04-08"
"Singaporean Hokkien Fried Mee","Lisboa","Portugal","1998-04-08"
"Thüringer Rostbratwurst","Lisboa","Portugal","1998-04-08"
"Camembert Pierrot","München","Germany","1998-04-09"
"Escargots de Bourgogne","Berlin","Germany","1998-04-09"
"Flotemysost","Berlin","Germany","1998-04-09"
"Flotemysost","München","Germany","1998-04-09"
"Guaraná Fantástica","Reggio Emilia","Italy","1998-04-09"
"Rogede sild","Madrid","Spain","1998-04-09"
"Scottish Longbreads","Madrid","Spain","1998-04-09"
"Singaporean Hokkien Fried Mee","Madrid","Spain","1998-04-09"
"Teatime Chocolate Biscuits","München","Germany","1998-04-09"
"Tunnbröd","Madrid","Spain","1998-04-09"
"Uncle Bob's Organic Dried Pears","Reggio Emilia","Italy","1998-04-09"
"Gorgonzola Telino","Colchester","UK","1998-04-10"
"Inlagd Sill","Colchester","UK","1998-04-10"
"Jack's New England Clam Chowder","I. de Margarita","Venezuela","1998-04-10"
"Nord-Ost Matjeshering","Stavern","Norway","1998-04-10"
"Original Frankfurter grüne Soße","Stavern","Norway","1998-04-10"
"Aniseed Syrup","Graz","Austria","1998-04-13"
"Carnarvon Tigers","Portland","USA","1998-04-13"
"Gnocchi di nonna Alice","Portland","USA","1998-04-13"
"Maxilaku","Buenos Aires","Argentina","1998-04-13"
"Outback Lager","Graz","Austria","1998-04-13"
"Queso Manchego La Pastora","Portland","USA","1998-04-13"
"Raclette Courdavault","Graz","Austria","1998-04-13"
"Spegesild","Buenos Aires","Argentina","1998-04-13"
"Chang","Cunewalde","Germany","1998-04-14"
"Gudbrandsdalsost","Rio de Janeiro","Brazil","1998-04-14"
"Gumbär Gummibärchen","Cunewalde","Germany","1998-04-14"
"Ikura","Köln","Germany","1998-04-14"
"Ipoh Coffee","London","UK","1998-04-14"
"Manjimup Dried Apples","Cunewalde","Germany","1998-04-14"
"Mozzarella di Giovanni","Cunewalde","Germany","1998-04-14"
"Sir Rodney's Marmalade","Cunewalde","Germany","1998-04-14"
"Teatime Chocolate Biscuits","Rio de Janeiro","Brazil","1998-04-14"
"Uncle Bob's Organic Dried Pears","London","UK","1998-04-14"
"Carnarvon Tigers","Torino","Italy","1998-04-15"
"Chai","Oulu","Finland","1998-04-15"
"Flotemysost","London","UK","1998-04-15"
"Geitost","London","UK","1998-04-15"
"Gumbär Gummibärchen","London","UK","1998-04-15"
"Konbu","Oulu","Finland","1998-04-15"
"Louisiana Fiery Hot Pepper Sauce","London","UK","1998-04-15"
"Manjimup Dried Apples","Torino","Italy","1998-04-15"
"Gnocchi di nonna Alice","Bern","Switzerland","1998-04-16"
"Guaraná Fantástica","Tsawassen","Canada","1998-04-16"
"Pâté chinois","Brandenburg","Germany","1998-04-16"
"Raclette Courdavault","Brandenburg","Germany","1998-04-16"
"Tarte au sucre","Tsawassen","Canada","1998-04-16"
"Vegie-spread","Bern","Switzerland","1998-04-16"
"Chai","Boise","USA","1998-04-17"
"Chang","Boise","USA","1998-04-17"
"Chef Anton's Gumbo Mix","Boise","USA","1998-04-17"
"Côte de Blaye","Seattle","USA","1998-04-17"
"Flotemysost","Boise","USA","1998-04-17"
"Guaraná Fantástica","Boise","USA","1998-04-17"
"Gudbrandsdalsost","Genève","Switzerland","1998-04-17"
"Inlagd Sill","Seattle","USA","1998-04-17"
"Konbu","Boise","USA","1998-04-17"
"Perth Pasties","Genève","Switzerland","1998-04-17"
"Raclette Courdavault","Boise","USA","1998-04-17"
"Raclette Courdavault","Seattle","USA","1998-04-17"
"Thüringer Rostbratwurst","Boise","USA","1998-04-17"
"Wimmers gute Semmelknödel","Boise","USA","1998-04-17"
"Chai","Charleroi","Belgium","1998-04-20"
"Gula Malacca","Anchorage","USA","1998-04-20"
"Konbu","Aachen","Germany","1998-04-20"
"Raclette Courdavault","Aachen","Germany","1998-04-20"
"Singaporean Hokkien Fried Mee","Charleroi","Belgium","1998-04-20"
"Sir Rodney's Scones","Anchorage","USA","1998-04-20"
"Sirop d'érable","Anchorage","USA","1998-04-20"
"Steeleye Stout","Charleroi","Belgium","1998-04-20"
"Tourtière","Charleroi","Belgium","1998-04-20"
"Boston Crab Meat","Charleroi","Belgium","1998-04-21"
"Filo Mix","Charleroi","Belgium","1998-04-21"
"Flotemysost","Charleroi","Belgium","1998-04-21"
"Maxilaku","I. de Margarita","Venezuela","1998-04-21"
"Outback Lager","Sevilla","Spain","1998-04-21"
"Ravioli Angelo","I. de Margarita","Venezuela","1998-04-21"
"Rössle Sauerkraut","I. de Margarita","Venezuela","1998-04-21"
"Steeleye Stout","I. de Margarita","Venezuela","1998-04-21"
"Chang","Bern","Switzerland","1998-04-22"
"Gula Malacca","Sao Paulo","Brazil","1998-04-22"
"Queso Cabrales","Paris","France","1998-04-22"
"Sir Rodney's Scones","Eugene","USA","1998-04-22"
"Sirop d'érable","Sao Paulo","Brazil","1998-04-22"
"Vegie-spread","Bern","Switzerland","1998-04-22"
"Geitost","Tsawassen","Canada","1998-04-23"
"Manjimup Dried Apples","Tsawassen","Canada","1998-04-23"
"Mascarpone Fabioli","Stuttgart","Germany","1998-04-23"
"Queso Manchego La Pastora","Stuttgart","Germany","1998-04-23"
"Steeleye Stout","Stuttgart","Germany","1998-04-23"
"Tarte au sucre","Warszawa","Poland","1998-04-23"
"Chai","London","UK","1998-04-24"
"Chang","Campinas","Brazil","1998-04-24"
"Chef Anton's Gumbo Mix","London","UK","1998-04-24"
"Queso Manchego La Pastora","Campinas","Brazil","1998-04-24"
"Scottish Longbreads","Tsawassen","Canada","1998-04-24"
"Carnarvon Tigers","Salzburg","Austria","1998-04-27"
"Guaraná Fantástica","Toulouse","France","1998-04-27"
"Ipoh Coffee","Rio de Janeiro","Brazil","1998-04-27"
"Lakkalikööri","Bräcke","Sweden","1998-04-27"
"Mascarpone Fabioli","Salzburg","Austria","1998-04-27"
"Sirop d'érable","Rio de Janeiro","Brazil","1998-04-27"
"Wimmers gute Semmelknödel","Salzburg","Austria","1998-04-27"
"Camembert Pierrot","London","UK","1998-04-28"
"Geitost","Buenos Aires","Argentina","1998-04-28"
"Guaraná Fantástica","San Cristóbal","Venezuela","1998-04-28"
"Laughing Lumberjack Lager","Buenos Aires","Argentina","1998-04-28"
"Manjimup Dried Apples","San Cristóbal","Venezuela","1998-04-28"
"NuNuCa Nuß-Nougat-Creme","San Cristóbal","Venezuela","1998-04-28"
"Pâté chinois","London","UK","1998-04-28"
"Ravioli Angelo","San Cristóbal","Venezuela","1998-04-28"
"Uncle Bob's Organic Dried Pears","London","UK","1998-04-28"
"Alice Mutton","Rio de Janeiro","Brazil","1998-04-29"
"Camembert Pierrot","Mannheim","Germany","1998-04-29"
"Camembert Pierrot","Rio de Janeiro","Brazil","1998-04-29"
"Konbu","Rio de Janeiro","Brazil","1998-04-29"
"Outback Lager","London","UK","1998-04-29"
"Sir Rodney's Scones","Mannheim","Germany","1998-04-29"
"Sirop d'érable","Mannheim","Germany","1998-04-29"
"Boston Crab Meat","Cork","Ireland","1998-04-30"
"Camembert Pierrot","Eugene","USA","1998-04-30"
"Camembert Pierrot","Torino","Italy","1998-04-30"
"Jack's New England Clam Chowder","Cork","Ireland","1998-04-30"
"Original Frankfurter grüne Soße","Torino","Italy","1998-04-30"
"Outback Lager","Reggio Emilia","Italy","1998-04-30"
"Perth Pasties","Reggio Emilia","Italy","1998-04-30"
"Sasquatch Ale","Cork","Ireland","1998-04-30"
"Alice Mutton","Boise","USA","1998-05-01"
"Jack's New England Clam Chowder","Boise","USA","1998-05-01"
"Nord-Ost Matjeshering","Barquisimeto","Venezuela","1998-05-01"
"Pâté chinois","Boise","USA","1998-05-01"
"Pavlova","Seattle","USA","1998-05-01"
"Perth Pasties","Boise","USA","1998-05-01"
"Sasquatch Ale","Seattle","USA","1998-05-01"
"Scottish Longbreads","Boise","USA","1998-05-01"
"Teatime Chocolate Biscuits","Seattle","USA","1998-05-01"
"Tourtière","Barquisimeto","Venezuela","1998-05-01"
"Chartreuse verte","México D.F.","Mexico","1998-05-04"
"Ipoh Coffee","Sao Paulo","Brazil","1998-05-04"
"Jack's New England Clam Chowder","Aachen","Germany","1998-05-04"
"Original Frankfurter grüne Soße","Sao Paulo","Brazil","1998-05-04"
"Rössle Sauerkraut","Sao Paulo","Brazil","1998-05-04"
"Chai","Frankfurt a.M.","Germany","1998-05-05"
"Chang","Frankfurt a.M.","Germany","1998-05-05"
"Chang","Graz","Austria","1998-05-05"
"Gorgonzola Telino","Frankfurt a.M.","Germany","1998-05-05"
"Guaraná Fantástica","México D.F.","Mexico","1998-05-05"
"Jack's New England Clam Chowder","Graz","Austria","1998-05-05"
"Konbu","Barquisimeto","Venezuela","1998-05-05"
"Pavlova","Frankfurt a.M.","Germany","1998-05-05"
"Queso Cabrales","México D.F.","Mexico","1998-05-05"
"Uncle Bob's Organic Dried Pears","Barquisimeto","Venezuela","1998-05-05"
"Valkoinen suklaa","Graz","Austria","1998-05-05"
"Wimmers gute Semmelknödel","Graz","Austria","1998-05-05"
"Aniseed Syrup","Albuquerque","USA","1998-05-06"
"Camembert Pierrot","Albuquerque","USA","1998-05-06"
"Chang","Albuquerque","USA","1998-05-06"
"Chang","Genève","Switzerland","1998-05-06"
"Chartreuse verte","Albuquerque","USA","1998-05-06"
"Chef Anton's Cajun Seasoning","Albuquerque","USA","1998-05-06"
"Filo Mix","Albuquerque","USA","1998-05-06"
"Grandma's Boysenberry Spread","Albuquerque","USA","1998-05-06"
"Grandma's Boysenberry Spread","Marseille","France","1998-05-06"
"Ikura","Albuquerque","USA","1998-05-06"
"Jack's New England Clam Chowder","Albuquerque","USA","1998-05-06"
"Konbu","Albuquerque","USA","1998-05-06"
"Lakkalikööri","Genève","Switzerland","1998-05-06"
"Louisiana Hot Spiced Okra","Albuquerque","USA","1998-05-06"
"Mascarpone Fabioli","Albuquerque","USA","1998-05-06"
"Northwoods Cranberry Sauce","Albuquerque","USA","1998-05-06"
"Original Frankfurter grüne Soße","Albuquerque","USA","1998-05-06"
"Pâté chinois","Albuquerque","USA","1998-05-06"
"Pavlova","Albuquerque","USA","1998-05-06"
"Pavlova","Kobenhavn","Denmark","1998-05-06"
"Queso Manchego La Pastora","Albuquerque","USA","1998-05-06"
"Rhönbräu Klosterbier","Albuquerque","USA","1998-05-06"
"Röd Kaviar","Albuquerque","USA","1998-05-06"
"Sir Rodney's Marmalade","Albuquerque","USA","1998-05-06"
"Spegesild","Albuquerque","USA","1998-05-06"
"Spegesild","Genève","Switzerland","1998-05-06"
"Teatime Chocolate Biscuits","Marseille","France","1998-05-06"
"Tofu","Albuquerque","USA","1998-05-06"
"Tofu","Marseille","France","1998-05-06"
"Tunnbröd","Albuquerque","USA","1998-05-06"
"Uncle Bob's Organic Dried Pears","Albuquerque","USA","1998-05-06"
"Wimmers gute Semmelknödel","Albuquerque","USA","1998-05-06"
